120 240
1 :7.15231788079470210  240 :3.75316629535813462  
14715 :3.79894405957213044  14954 :2.51197851496932900  14713 :3.79680776390881070  14474 :3.42753379924924451  
14716 :1.80974761192663358  14955 :6.65181432538834816  14714 :1.72429578539384143  14475 :4.01501510666219019  
14717 :0.70711386455885494  14956 :6.67134617145298581  14715 :5.45823541978209814  14476 :9.66063417462691199  
14718 :8.56196783349101231  14957 :2.73720511490218810  14716 :6.35731070894497474  14477 :5.70635090182195537  
14719 :6.09057893612475976  14958 :7.47093111972411261  14717 :7.24784081545457326  14478 :6.60878322702719156  
14720 :6.11957152012695715  14959 :8.80458998382519020  14718 :0.09918515579699087  14479 :4.15784173100985743  
14721 :5.17807550279244388  14960 :6.45191808832056601  14719 :2.86355174413281643  14480 :8.21619312112796329  
14722 :7.53227332377086700  14961 :1.05716116824854267  14720 :8.28302865688039880  14481 :1.53782769249549855  
14723 :6.97378460036011827  14962 :0.07812738425855281  14721 :2.48512222663045135  14482 :5.23545030060731875  
14724 :6.67500839259010625  14963 :9.47172460097048940  14722 :6.17725150303659198  14483 :6.45100253303628612  
14725 :2.42133854182561725  14964 :5.24399548326059772  14723 :6.24805444502090523  14484 :4.79750968962675906  
14726 :9.53886532181768310  14965 :3.92559587389751874  14724 :0.59205908383434558  14485 :9.13388470107119943  
14727 :8.81923886837366844  14966 :6.03350932340464485  14725 :3.97228919339579445  14486 :1.23111667226172683  
14728 :1.76915799432355714  14967 :1.58482619708853423  14726 :7.72698141422772888  14487 :7.90032654805139334  
14729 :0.48219244972075564  14968 :1.72582171086764125  14727 :1.13834040345469534  14488 :8.13470870082705133  
14730 :2.45551927243873402  14969 :5.53331095309305088  14728 :7.27439191869869095  14489 :6.83736686300241114  
14731 :5.65843684194463936  14970 :6.05578783532212306  14729 :1.11362041077913765  14490 :1.69438764610736414  
14732 :4.16913357951597607  14971 :4.65712454603717152  14730 :2.77077547532578494  14491 :4.75020599993896298  
14733 :9.69054231391338838  14972 :7.71996215704824973  14731 :3.62926114688558599  14492 :5.25742362743003611  
14734 :9.25412762840662850  14973 :4.77797784356212052  14732 :8.19849238563188543  14493 :5.35630359813226686  
14735 :4.43189794610431242  14974 :2.13446455275124380  14733 :9.50590533158360529  14494 :5.14938810388500645  
14736 :2.36365855891598242  14975 :1.03396710104678480  14734 :0.83590197454756310  14495 :8.73287148655659706  
14737 :3.91064180425428010  14976 :4.44410534989471095  14735 :1.63090914639729001  14496 :7.74712363048188735  
14738 :9.25321207312234861  14977 :1.51493881038850065  14736 :0.36133915219580676  14497 :4.01043733024079074  
14739 :6.24195074312570597  14978 :3.77788628803369253  14737 :2.18543046357615900  14498 :7.79686880092776224  
14740 :1.81463057344279299  14979 :2.14270455030976281  14738 :4.20300912503433288  14499 :3.31919309060945444  
14741 :1.79326761680959512  14980 :8.75972777489547383  14739 :6.12048707541123704  14500 :7.98577837458418571  
14742 :29.37009796441541809  14981 :22.80617694631794024  14740 :29.13998840296639870  14501 :26.98385570848719794  
14743 :27.59941404461806158  14982 :24.26374095889156735  14741 :20.88198492385631866  14502 :29.76256599627674149  
14744 :26.20654927213355023  14983 :24.74257637256996389  14742 :29.15616321298867675  14503 :29.96887112033448375  
14745 :28.02423169652394108  14984 :29.42350535599841521  14743 :22.39051484725485963  14504 :25.40604876857814176  
14746 :25.36912137211218621  14985 :29.17111728263191850  14744 :29.53917050691244128  14505 :29.57335123752555717  
14747 :21.67607654042176435  14986 :26.88924832911160578  14745 :27.26554155095065113  14506 :21.34769737846003679  
14748 :28.69624927518540147  14987 :27.17490157780694204  14746 :27.23349711600085499  14507 :24.37788018433179715  
14749 :24.57289345988341722  14988 :23.33597827082125420  14747 :21.30161442915127878  14508 :22.74117252113406806  
14750 :23.11197241126743407  14989 :20.83529160435804428  14748 :27.44254890591143692  14509 :24.43891720328379336  
14751 :29.55442976165043945  14990 :21.22135074922940845  14749 :24.19721060823389536  14510 :29.28128910184026523  
14752 :23.16324350718710789  14991 :25.61326944792016391  14750 :26.47785882137516467  14511 :22.73293252357554906  
14753 :21.94586016418958252  14992 :21.79326761680959379  14751 :20.52919095431379048  14512 :22.27576525162510990  
14754 :29.80956450086977583  14993 :23.98236030152287412  14752 :20.86336863307596090  14513 :27.85424359874263800  
14755 :21.47526474806970498  14994 :29.34751426740318081  14753 :26.98049867244483835  14514 :22.96548356578264816  
14756 :25.46037171544541877  14995 :20.31250953703420947  14754 :22.68532364879299479  14515 :27.95770134586626909  
14757 :20.43366801965391844  14996 :26.73512985625782079  14755 :25.81621753593554303  14516 :22.09448530533768817  
14758 :25.26779992065187486  14997 :27.00247199926755570  14756 :21.19418927579577172  14517 :25.95599230933561330  
14759 :28.09198278756065292  14998 :22.12225714896084483  14757 :24.60982085634937633  14518 :20.73000274666585341  
14760 :24.66231269264809001  14999 :21.86101870784630918  14758 :20.65584276863917879  14519 :25.96392712179937234  
14761 :21.36265144810327499  15000 :26.99575792718283651  14759 :22.22113711966307648  14520 :22.33344523453474650  
14762 :23.14310129093295032  15001 :26.74275948362681987  14760 :24.45509201330607141  14521 :20.99429303872798869  
14763 :21.71605578783532309  15002 :25.42222357860042337  14761 :21.02084414197210549  14522 :26.07989745780816193  
14764 :24.31684316537980095  15003 :27.42790002136295868  14762 :25.44389172032838076  14523 :21.90252388073366419  
14765 :28.34345530564286975  15004 :24.55458235419781943  14763 :25.36942655720694617  14524 :21.42887661366618701  
14766 :22.18726157414472056  15005 :24.75722525711844213  14764 :22.54615924558244444  14525 :27.58262886440626360  
14767 :27.57042146061586152  15006 :26.39210180974761144  14765 :26.34144108401745754  14526 :23.94512771996215861  
14768 :23.69426557206946171  15007 :27.01437421796319427  14766 :23.60698263496810867  14527 :26.41224402600176902  
14769 :28.52259895626697528  15008 :20.78524124881740676  14767 :22.70302438428907266  14528 :22.36823633533738231  
14770 :27.50144962920010983  15009 :23.55754264961699107  14768 :24.49568163090914652  14529 :28.94772179326761830  
14771 :25.03738517410809550  15010 :29.69664601580858942  14769 :28.13959166234321074  14530 :26.93319498275704404  
14772 :29.03775139622180745  15011 :29.70427564317758851  14770 :24.45692312387463119  14531 :21.86956389049958815  
14773 :23.83129367961668876  15012 :22.70546586504715236  14771 :24.72975859859004544  14532 :28.94039735099337918  
14774 :21.78319650868251500  15013 :22.86172063356425710  14772 :27.71172215948973161  14533 :23.17880794701986602  
14775 :28.91018402661214282  15014 :23.76934110538041267  14773 :22.67525254066591245  14534 :21.57567064424573644  
14776 :24.81215857417523551  15015 :29.91302224799341047  14774 :21.30924405652027787  14535 :28.64040040284432465  
14777 :22.23639637440107464  15016 :29.22849208044679159  14775 :26.27430036317026207  14536 :21.98278756065553807  
14778 :26.57856990264595609  15017 :25.84551530503250305  14776 :29.23032319101535137  14537 :29.47996459852900841  
14779 :20.64119388409070055  15018 :27.06503494369334817  14777 :26.15039521469771344  14538 :24.58113345744193978  
14780 :24.95681630909146520  15019 :23.63811151463362492  14778 :22.73445844904934887  14539 :21.32786034730063918  
14781 :28.98983733634449322  15020 :27.41111484115115715  14779 :27.72759178441724970  14540 :25.63676870021668108  
14782 :23.53068636127811430  15021 :25.39109469893490356  14780 :26.96676534318064000  14541 :24.41663869136631249  
14783 :29.59410382396923822  15022 :24.30585650196844227  14781 :25.95782341990417308  14542 :29.08322397534104198  
14784 :24.13190099795525967  15023 :24.70992156743064783  14782 :23.80504776146732837  14543 :25.02426221503341708  
14785 :27.87804803613391513  15024 :28.70479445783868044  14783 :26.29688406018249935  14544 :23.59141819513535054  
14786 :25.63066499832148182  15025 :20.33783989989928997  14784 :20.96499526963103222  14545 :28.16980498672445066  
14787 :24.29151280251472400  15026 :22.73537400433362876  14785 :21.93151646473586069  14546 :20.89114047669911756  
14788 :28.97183141575365539  15027 :21.03915524765770328  14786 :27.34946745200964457  14547 :21.55919064912869487  
14789 :22.47352519302957319  15028 :25.20645771660512224  14787 :27.25608081301309227  14548 :25.33921323282570981  
14790 :28.46705526902066197  15029 :21.73223059785760114  14788 :24.64918973357341159  14549 :20.78127384258552723  
14791 :3.66740928373058273  15030 :8.36542863246559065  14789 :7.59788811914426088  14550 :4.74105044709616408  
14792 :9.33194982757042091  15031 :0.87038789025543994  14790 :5.19821771904660146  14551 :5.75151829584643082  
14793 :7.38364818262276046  15032 :5.90624713888973663  14791 :5.19486068300424186  14552 :2.42103335673085729  
14794 :1.47618030335398420  15033 :9.07773064363536442  14792 :6.07104709006012122  14553 :8.40845973082674725  
14795 :8.31507309183019494  15034 :2.22754600665303526  14793 :1.42277291177098908  14554 :0.54353465376750998  
14796 :9.54191717276528273  15035 :9.02920621356852848  14794 :9.43693350016785182  14555 :1.65776543473616744  
14797 :9.50041199987792595  15036 :2.93984801782280947  14795 :5.27054658650471541  14556 :4.68092898342844954  
14798 :9.19248023926511415  15037 :6.58497878963591443  14796 :9.16104617450483794  14557 :9.57029938657795931  
14799 :1.73802911465804000  15038 :6.62373729667043065  14797 :8.06604205450605782  14558 :9.63621936704611315  
14800 :9.65269936216315116  15039 :3.17270424512466809  14798 :3.65459150975066382  14559 :8.82320627460554796  
14801 :9.25138096255378883  15040 :7.83745841853083913  14799 :4.45539719840083048  14560 :6.51173436689352059  
14802 :2.49702444532609036  15041 :9.42136906033509369  14800 :4.97909482100894163  14561 :1.39927365947447124  
14803 :1.60069582201605276  15042 :1.37424848170415359  14801 :9.62706381420331425  14562 :1.03091525009918517  
14804 :6.68904690694906456  15043 :0.04119998779259621  14802 :4.19476912747581387  14563 :8.53053376873073432  
14805 :1.84942167424542991  15044 :7.77245399334696518  14803 :2.78908658101138363  14564 :3.10769981994079414  
14806 :9.86968596453749214  15045 :9.96124149296548289  14804 :2.96426282540360742  14565 :5.89251380962553828  
14807 :0.97659230323191015  15046 :0.06988738670003357  14805 :6.89687795648060575  14566 :7.66716513565477431  
14808 :5.89739677114169769  15047 :1.70690023499252286  14806 :1.40385143589587091  14567 :0.05157628101443525  
14809 :8.54243598742637467  15048 :1.81463057344279299  14807 :4.62752159184545420  14568 :6.71468245490890236  
14810 :8.63704336680196505  15049 :4.03668324839014847  14808 :2.18451490829187911  14569 :6.15924558244575326  
14811 :9.60051271095919745  15050 :6.32068849757377826  14809 :0.60823389385662407  14570 :2.65846736045411536  
14812 :1.99743644520401631  15051 :1.82287057100131222  14810 :0.88320566423535873  14571 :6.89657277138584579  
14813 :7.86339915158543690  15052 :7.17703787347026001  14811 :9.89257484664448938  14572 :2.87789544358653515  
14814 :6.22363963744010729  15053 :7.18619342631305891  14812 :2.58583330790124188  14573 :2.67128513443403426  
14815 :5.11612292855616957  15054 :0.00518814661091952  14813 :2.68562883388775298  14574 :5.54551835688344941  
14816 :0.43153172399060030  15055 :1.87566759239478742  14814 :4.73738822595904452  14575 :3.06283761101107821  
14817 :6.88070314645832681  15056 :5.46769615771965700  14815 :5.32303842280342998  14576 :6.69484542374950387  
14818 :1.40171514023255095  15057 :0.90487380596331679  14816 :6.24439222388378568  14577 :9.51597643971068408  
14819 :4.32844019898068222  15058 :3.52366710409863604  14817 :7.49473555711539063  14578 :8.54396191290017448  
14820 :8.61507003997924770  15059 :7.43278298287911632  14818 :2.82509842219306018  14579 :9.28739280373546627  
14821 :2.44697408978545505  15060 :8.93917661061433755  14819 :5.72374645222327327  14580 :9.06277657399212622  
14822 :5.54185613574632985  15061 :8.89645069734794092  14820 :8.61384929960020784  14581 :0.64119388409070099  
14823 :4.45173497726371004  15062 :8.04376354258858051  14821 :3.09183019501327561  14582 :2.79519028290658289  
14824 :7.18436231574449913  15063 :4.39436017944883606  14822 :4.00921658986175089  14583 :9.29471724600970539  
14825 :2.45124668111209454  15064 :6.73848689230018039  14823 :5.21622363963744018  14584 :2.92916653950621031  
14826 :3.86120181890316472  15065 :3.31980346079897437  14824 :9.77813043610949961  14585 :6.11072115237891822  
14827 :4.36109500411999917  15066 :9.75371562852870255  14825 :2.47566148869289204  14586 :4.61714529862361545  
14828 :1.25003814813684500  15067 :5.24246955778679791  14826 :7.40592669454023866  14587 :6.04754783776360405  
14829 :7.06747642445142965  15068 :1.15695669423505354  14827 :8.48841822565385939  14588 :9.54466383861812240  
14830 :6.67500839259010625  15069 :1.04220709860530403  14828 :5.69902645954771536  14589 :8.34986419263283253  
14831 :5.84154789880062264  15070 :6.11133152256843815  14829 :4.83626819666127528  14590 :1.75267799920651868  
14832 :1.64525284585100873  15071 :5.29129917294839291  14830 :3.63567003387554566  14591 :7.99737540818506432  
14833 :0.00366222113711966  15072 :3.88134403515732274  14831 :2.04412976470229202  14592 :4.70778527176732720  
14834 :0.64577166051210055  15073 :9.88738670003357001  14832 :9.46806237983336807  14593 :8.39777825251014676  
14835 :4.83779412213507509  15074 :2.09326456495864743  14833 :6.80440687276833422  14594 :9.62126529740287495  
14836 :6.17542039246803220  15075 :8.93642994476149788  14834 :6.07287820062868100  14595 :5.33341471602526962  
14837 :9.75463118381298244  15076 :2.24158452101199357  14835 :5.45426801355021862  14596 :5.01968443861201852  
14838 :0.03479110080263680  15077 :4.88540299691763025  14836 :2.55470442823572519  14597 :2.15643787957396160  
14839 :2.70546586504715103  15078 :6.44672994170964664  14837 :3.70281075472273935  14598 :7.56706442457350370  
14840 :0.86825159459212009  15079 :5.90594195379497666  14838 :2.09570604571672714  14599 :6.23401593066194604  
14841 :0.84841456343272192  15080 :5.46311838129825755  14839 :2.60597552415540035  14600 :4.13190099795525967  
14842 :7.95007171849726824  15081 :4.52528458510086384  14840 :6.05853450117496273  14601 :6.64235358745078930  
14843 :7.46024964140751390  15082 :7.93755912961210974  14841 :0.79500717184972691  14602 :5.11093478194525019  
14844 :1.22501297036652734  15083 :7.51060518204290872  14842 :4.33637501144444126  14603 :3.11471907712027329  
14845 :5.10055848872341056  15084 :0.91525009918515576  14843 :2.95236060670796840  14604 :8.99685659352397238  
14846 :7.59727774895474095  15085 :7.00125125888851585  14844 :1.95684682760093986  14605 :6.23401593066194604  
